Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded
4.705882352941177,4.71,a-degr-i3,2020-21,Harvard - Bromfield,01250505,        97,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.517647058823529,4.52,a-degr-i3,2020-21,Hatfield - Smith Academy,01270505,        25,    96.0,     0.0,     0.0,     4.0,     0.0,     0.0
2.823529411764706,2.82,a-degr-i3,2020-21,Haverhill - Crowell,01280515,        10,    60.0,     0.0,    10.0,     0.0,    30.0,     0.0
2.1411764705882352,2.14,a-degr-i3,2020-21,Haverhill - Greenleaf Academy,01280033,        11,    45.5,     0.0,     0.0,     9.1,    45.5,     0.0
4.155294117647059,4.16,a-degr-i3,2020-21,Haverhill - Haverhill High,01280505,       480,    88.3,     4.0,     1.0,     0.8,     5.8,     0.0
4.588235294117647,4.59,a-degr-i3,2020-21,Hingham - Hingham High,01310505,       316,    97.5,     0.3,     0.3,     0.6,     1.3,     0.0
4.1505882352941175,4.15,a-degr-i3,2020-21,Holbrook - Holbrook Middle High School,01330505,        68,    88.2,     0.0,     2.9,     1.5,     7.4,     0.0
4.583529411764706,4.58,a-degr-i3,2020-21,Holliston - Holliston High,01360505,       195,    97.4,     1.5,     0.5,     0.0,     0.5,     0.0
3.7788235294117647,3.78,a-degr-i3,2020-21,Holyoke - Holyoke High,01370505,       417,    80.3,     3.1,     1.7,     0.7,    13.9,     0.2
3.9058823529411764,3.91,a-degr-i3,2020-21,Hoosac Valley Regional - Hoosac Valley High School,06030505,        47,    83.0,     0.0,     4.3,     0.0,    12.8,     0.0
4.578823529411765,4.58,a-degr-i3,2020-21,Hopedale - Hopedale Jr Sr High,01380505,        73,    97.3,     0.0,     1.4,     0.0,     1.4,     0.0
