RecordedDate,ResponseId,UserLanguage,District,school,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q3,t-curv-q2,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,Q88,Duration
2021-06-14T21:15:00,R_2tFHwlGF1wXW3W7,EN,4,6,5,5,5,4,4,4,4,2,4,4,4,4,2,4,3,3,5,3,3,4,3,4,3,4,2,5,5,4,5,4,4,4,4,4,3,3,3,3,2,4,4,2,3,3,4,3,4,4,5,3,3,3,5,4,4,4,3,3,2,4,4,4,4,3,4,2,2,4,3,3,1,521
2021-06-14T20:31:00,R_3q7gjRddE0PUt6p,EN,4,7,5,4,5,3,3,3,3,1,4,4,5,5,3,4,4,3,3,2,4,4,4,5,4,4,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,3,5,2,1,1,5,4,3,3,2,2,2,3,3,3,3,4,4,3,3,1,1,1,1,3609
2021-06-14T17:43:00,R_2DSQXVF25IjZE4U,EN,4,7,4,4,4,5,5,5,4,4,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,5,3,5,5,3,4,5,4,2,4,2,2,5,5,4,4,4,4,5,4,3,5,5,3,4,4,4,4,3,3,1,1584
2021-06-14T16:46:00,R_1GWkkpQKQJaKuuF,EN,4,7,4,4,4,3,2,4,2,1,4,4,4,3,4,3,4,3,3,3,2,2,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,2,2,2,2,5,4,3,1,4,3,3,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,1,501
2021-06-14T14:59:00,R_87andx6JVFgRnO1,EN,4,7,5,4,4,4,4,5,3,2,4,5,5,4,2,4,4,4,4,3,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,4,2,3,3,3,3,5,1,2,2,4,5,3,4,2,3,4,1,4,3,4,4,4,4,4,4,3,3,2,382
2021-06-14T14:54:00,R_CkI7sg8x2Rbf5QJ,EN,4,7,5,5,5,4,4,5,3,2,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,3,5,5,5,5,5,5,4,4,4,4,3,3,3,2,4,4,2,4,3,3,3,3,5,5,2,2,1,4,3,2,3,3,3,3,2,2,3,3,5,4,5,4,4,3,3,1,683
2021-06-14T12:27:00,R_pfOVy9dBgq1y54B,EN,4,1,5,4,5,3,3,5,3,2,5,5,5,5,2,2,1,1,2,5,2,1,1,2,2,1,1,4,5,5,3,3,3,2,3,2,2,1,1,1,1,2,5,2,5,4,4,3,4,4,5,3,2,2,5,3,4,4,2,2,2,2,3,3,3,5,3,2,3,2,1,1,1,409
2021-06-14T08:47:00,R_0CXlXWH1ebDg7YZ,EN,4,7,5,5,4,5,5,5,3,2,4,4,4,4,3,3,4,3,4,5,4,4,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,2,3,4,3,3,3,4,5,2,1,1,5,5,3,4,2,3,4,2,2,2,2,5,3,4,4,3,3,3,1,606
2021-06-14T08:42:00,R_rlHYQNYIzupmXzH,EN,4,7,5,5,5,4,4,5,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,3,3,4,4,3,3,3,4,4,4,5,3,5,5,3,3,4,4,4,2,3,3,4,3,3,3,2,2,2,2,3,3,3,4,3,4,3,4,2,2,2,1621
2021-06-13T17:41:00,R_21ExTxa3Fpu4h0n,EN,6,6,4,4,4,4,4,5,4,2,3,3,4,4,3,3,3,3,4,2,3,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,2,2,NA,NA,NA,NA,4,3,4,5,NA,NA,NA,NA,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,NA,NA,NA,3,450126
2021-06-13T16:12:00,R_10r9VBWQXUWlDKP,EN,6,6,2,4,5,5,3,5,5,3,4,5,5,4,2,2,2,2,5,4,5,1,1,1,1,1,1,4,4,4,5,4,4,3,2,3,3,3,4,1,1,1,4,5,5,5,5,5,5,5,2,4,4,2,3,3,2,3,3,2,2,3,3,3,3,5,3,3,3,4,2,2,2,636
2021-06-12T14:25:00,R_9BHnfLbC3tooObv,EN,4,10,5,5,5,4,2,5,3,1,5,5,5,5,3,3,3,2,4,3,3,4,4,4,4,4,3,3,3,3,5,5,5,4,3,1,5,1,1,2,1,2,3,1,2,2,4,4,4,4,3,3,3,3,4,4,3,3,1,4,4,4,4,3,3,4,3,4,5,3,1,2,1,105515
2021-06-11T19:28:00,R_12isQnwFmrzHhqT,EN,4,10,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,4,4,4,5,5,4,4,5,5,5,3,3,2,5,5,4,5,2,3,4,3,3,5,5,4,4,3,5,5,3,4,4,467
2021-06-11T11:11:00,R_2V1GKXxXLYcoB8s,EN,4,10,5,5,3,3,3,3,1,2,4,4,4,4,2,2,1,1,4,2,3,1,1,4,2,1,1,4,4,3,3,3,3,3,1,1,1,1,3,3,2,2,3,3,4,4,2,2,3,2,3,2,2,2,4,1,3,2,3,3,3,2,4,2,4,1,1,1,1,1,1,1,2,1668
2021-06-11T10:48:00,R_2ayvlGc0V8zjaYz,EN,4,10,4,4,4,3,3,4,3,2,3,2,2,3,2,1,2,2,4,1,3,2,2,4,2,2,2,3,3,4,4,4,4,4,2,3,1,2,3,2,1,1,2,3,3,3,4,3,4,4,2,2,2,2,2,2,2,2,2,3,2,5,5,5,5,4,3,4,3,4,2,3,1,802
2021-06-11T09:02:00,R_2BbO3eB62eD7fcI,EN,4,6,5,4,5,5,5,5,4,3,4,4,4,4,4,3,3,3,5,3,4,5,5,5,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,2,5,4,3,3,3,3,3,4,3,5,2,2,1,3,4,3,4,3,4,3,2,3,2,3,4,3,4,3,4,2,2,1,558
2021-06-11T08:39:00,R_ZIirZXFldJOP6YF,EN,4,10,5,4,4,4,2,5,1,2,3,5,3,1,3,2,2,2,4,4,3,2,3,4,2,1,1,3,3,3,3,2,3,3,2,1,3,3,4,5,2,1,3,2,3,2,2,1,5,1,5,1,1,1,3,2,1,2,2,2,1,1,5,1,3,3,3,2,2,3,2,2,1,564
2021-06-11T08:01:00,R_1pY7DEjhGTCRs9k,EN,4,10,5,5,4,2,2,2,2,1,4,4,4,3,2,2,2,2,3,3,2,4,4,4,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2,1,918
2021-06-11T07:46:00,R_yxXzi5ed6JtGiu5,EN,4,7,4,4,4,4,4,5,4,2,4,4,4,4,3,3,4,4,5,4,4,4,4,5,5,4,4,NA,NA,4,4,4,4,4,4,3,2,4,4,3,3,4,4,2,3,3,4,3,4,4,5,NA,NA,2,4,4,3,3,3,4,4,3,4,4,4,4,5,4,4,4,3,3,2,456
2021-06-10T20:58:00,R_2YXltJ4Lz5Ooj9g,EN,4,3,5,5,5,3,2,4,4,2,5,4,4,4,3,2,2,5,4,3,3,5,5,5,3,4,3,2,2,2,3,3,3,2,3,3,2,4,5,3,3,3,4,3,4,4,4,3,4,5,4,1,1,1,3,3,1,2,3,3,4,3,4,3,4,4,3,4,3,2,2,2,1,114915
2021-06-10T18:00:00,R_2rOfxIXMQtralyg,EN,4,2,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,4,4,5,2,3,NA,4,4,4,4,3,3,1,4,4,3,3,3,3,4,4,5,1,1,1,588
2021-06-10T14:52:00,R_241mOZlh0eacF1I,EN,6,6,NA,NA,NA,3,3,5,4,3,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,5,3,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,105307
2021-06-10T14:49:00,R_A07a85aEaqD8XW9,EN,6,2,4,4,4,5,4,5,5,4,4,4,4,5,4,5,4,4,5,4,5,3,3,5,4,4,3,4,4,4,5,5,4,4,4,3,4,3,3,3,3,3,5,2,2,2,4,4,3,5,5,5,4,4,4,4,5,4,4,3,5,2,3,4,4,4,4,4,4,4,4,4,2,554
2021-06-10T13:32:00,R_1C2uIU7JwToyz0n,EN,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,168280
2021-06-10T13:14:00,R_2fHalO0fPzDIlzm,EN,4,7,5,5,4,5,5,5,4,2,4,4,4,4,2,2,3,2,5,3,5,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,5,2,2,3,4,4,3,4,1,4,3,2,4,3,3,4,3,4,4,3,2,2,1,16265
2021-06-10T11:11:00,R_UzREpVcZv2bymad,EN,4,7,5,5,5,4,5,5,5,3,5,5,5,5,3,3,4,3,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,3,4,4,4,3,4,2,2,4,4,2,3,4,4,4,3,5,5,1,2,1,4,4,3,4,4,3,5,1,2,2,2,4,5,4,5,4,3,3,2,10620
2021-06-10T09:56:00,R_vSjT2Y2aNlpp7EZ,EN,4,7,5,5,5,4,4,4,3,1,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,2,4,4,4,4,4,4,4,2,2,1,4,4,4,4,4,4,4,3,3,3,3,3,3,5,3,4,3,3,1,650
2021-06-10T07:52:00,R_cONMd4D0X2Jn7vX,EN,4,9,4,4,4,2,2,5,4,2,4,4,4,4,3,2,2,3,4,1,4,3,2,4,2,2,2,2,2,2,4,4,3,3,3,2,2,3,1,1,2,5,4,2,2,2,4,4,4,4,5,2,2,2,4,4,2,3,2,2,4,4,4,4,4,3,3,2,2,2,1,1,1,521
2021-06-09T22:19:00,R_NUsF7guEaZwqmcx,EN,4,2,5,5,5,4,4,5,2,4,4,4,4,4,3,4,4,3,5,2,4,3,3,3,3,3,4,3,3,4,5,5,4,4,4,4,3,4,4,4,4,3,4,2,4,4,3,4,4,5,5,NA,2,3,4,2,1,2,4,4,4,2,3,3,4,4,4,4,5,4,2,2,2,2740
2021-06-09T18:43:00,R_1N4FEyPn9TWri2C,EN,4,7,4,4,4,4,4,4,4,2,4,4,3,4,4,5,4,4,3,3,3,3,3,4,4,4,4,2,2,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,3,2,3,4,4,4,4,2,3,4,3,3,4,3,4,4,4,4,4,3,3,2,468
2021-06-09T15:55:00,R_9MgXnTsExmA8va9,EN,4,7,2,2,3,3,2,3,2,2,3,4,3,4,2,1,2,2,5,1,2,3,3,1,5,3,1,4,4,3,3,3,3,3,3,3,3,1,1,1,2,2,4,1,3,2,2,2,2,4,5,2,2,1,2,2,1,1,2,2,4,3,3,3,3,5,2,3,3,4,1,2,1,1142
2021-06-09T15:50:00,R_2cAtNLlQFkOWcjj,EN,6,6,NA,NA,NA,4,4,5,5,4,5,4,5,5,3,3,3,3,NA,NA,NA,5,5,5,5,5,5,3,3,4,4,4,4,4,5,5,4,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,3,4,5,5,5,5,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,4,4,2,20072
2021-06-09T15:41:00,R_24vkgqajMxz2Nre,EN,4,3,4,5,4,5,4,4,4,3,4,4,5,4,4,4,3,5,5,5,5,5,4,4,4,5,4,4,5,4,4,5,4,4,5,4,5,3,3,4,3,5,4,4,4,4,4,4,4,5,5,3,3,3,4,5,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,2,1089
2021-06-09T15:41:00,R_2YDqo1eg9c0ERUG,EN,4,9,5,4,4,4,4,5,3,2,5,5,5,4,3,3,3,4,5,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,5,4,4,3,3,3,1,3,5,2,4,4,3,4,4,4,5,3,2,1,3,3,3,3,2,4,3,3,4,3,4,5,4,4,4,2,2,1,1,510
2021-06-09T15:30:00,R_28M72vSOQ1U28Pa,EN,4,10,4,4,4,3,3,4,3,1,3,3,3,3,3,2,1,3,4,3,4,4,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,2,2,1,2,2,3,2,2,2,3,3,3,3,4,2,2,1,3,2,1,2,3,3,2,4,4,4,4,2,3,5,3,3,2,2,1,803
2021-06-09T15:28:00,R_QmJRg4jRaZmy66R,EN,6,6,5,5,4,NA,NA,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,3,NA,3,3,4,3,NA,2,NA,NA,NA,NA,3,3,NA,4,5,4,3,NA,NA,NA,NA,4,4,4,3,4,4,4,1,4329
2021-06-09T15:24:00,R_1KeGzihCA72Np3L,EN,4,2,2,4,3,3,3,4,3,4,3,2,2,2,3,3,3,4,4,2,3,4,2,4,3,3,2,5,5,5,3,5,4,4,3,4,3,3,3,3,3,4,3,3,4,3,3,4,4,5,5,3,3,1,3,4,2,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,1,698
2021-06-09T15:17:00,R_798qdH4wMURwp33,EN,4,7,5,5,5,4,4,4,4,2,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,3,4,4,4,5,5,3,3,2,5,5,4,4,4,4,4,1,1,2,2,4,5,4,2,4,3,3,1,1931
2021-06-09T15:14:00,R_54HJ7w7jVGg7Sq5,EN,4,7,5,5,5,4,3,5,3,2,5,4,4,4,3,3,4,4,5,5,5,3,3,4,4,4,3,4,4,5,5,5,4,4,4,3,4,3,3,1,2,3,5,2,3,4,4,4,5,4,5,3,3,2,4,4,3,4,3,4,4,3,3,3,3,5,5,5,5,5,3,3,1,555
2021-06-09T15:14:00,R_UZ6PwxtxIFPoJsB,EN,4,7,5,5,5,5,5,5,5,1,5,5,5,5,4,4,5,5,3,3,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,4,4,4,5,5,2,2,2,4,4,3,4,3,4,3,2,2,3,3,5,5,5,4,4,3,3,1,2230
2021-06-09T15:08:00,R_3GquwHyXPTA5gwX,EN,4,6,5,5,5,5,5,4,4,1,4,4,4,4,3,3,3,2,4,4,4,4,5,4,5,5,5,3,3,4,3,2,3,3,4,4,4,2,2,2,1,4,4,3,3,3,3,3,5,5,4,2,2,2,4,4,4,4,3,3,3,2,2,1,1,4,4,4,3,4,3,3,2,357
2021-06-09T15:06:00,R_339loFt26FrfAIk,EN,4,7,3,4,3,4,4,4,2,1,3,4,3,3,2,2,4,2,2,2,3,4,4,3,5,4,3,4,3,3,3,3,3,3,2,3,1,2,3,2,3,4,5,3,3,5,4,3,2,5,5,5,4,2,3,4,4,3,3,4,3,3,4,3,5,4,2,3,3,3,1,1,1,12359
2021-06-09T14:59:00,R_3mmzMT98xbelFan,EN,4,7,5,5,4,4,4,5,3,1,5,4,3,4,1,4,4,4,5,5,5,4,4,5,4,4,2,4,4,5,4,4,4,4,4,4,3,3,4,3,2,4,5,2,4,4,3,3,4,3,5,2,1,1,4,3,3,4,3,2,2,4,4,4,4,5,4,4,4,5,3,3,2,690
2021-06-09T14:55:00,R_1BQMOMf4DSzITZw,EN,4,7,5,4,5,2,3,4,2,1,4,4,4,4,3,3,2,3,3,3,3,5,5,4,4,3,3,5,5,4,4,4,4,4,3,4,3,5,5,2,4,4,4,4,4,3,4,4,3,5,3,2,1,2,4,3,2,2,3,3,4,2,2,3,3,4,4,4,2,4,3,2,1,653
2021-06-09T14:55:00,R_yR3zbgAp7yOqIed,EN,4,7,5,5,5,5,4,4,3,1,5,5,5,5,2,3,2,2,4,3,3,3,4,3,3,3,4,5,5,5,4,4,4,4,3,3,3,3,3,2,2,4,4,2,3,3,4,4,4,3,5,1,2,1,3,3,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,1,543
2021-06-09T14:55:00,R_3PEMiqNdkRpWTgK,EN,4,7,5,5,5,4,4,5,4,1,5,5,5,4,4,4,5,5,5,2,5,5,5,5,5,5,5,4,4,4,4,5,4,4,3,3,3,4,5,4,4,4,3,3,3,4,4,4,4,4,5,2,2,2,5,4,3,3,4,4,4,2,2,4,4,4,4,4,4,4,2,2,1,660
2021-06-09T14:55:00,R_6yCsLEatChRxPLr,EN,4,7,4,4,4,4,4,5,4,1,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,3,5,4,5,5,5,2,2,1,3,3,2,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,2,603
2021-06-09T14:55:00,R_2asjXI1B2rDt337,EN,4,7,5,5,5,5,4,4,4,1,5,5,5,5,4,2,4,3,4,3,3,4,5,4,3,4,3,5,5,4,4,3,4,4,1,5,1,3,5,3,4,5,3,3,4,4,4,3,5,5,5,3,2,2,5,5,3,3,3,3,2,2,2,3,3,4,5,4,5,3,2,3,1,386
2021-06-09T14:54:00,R_vJQvaPBrkRkp889,EN,4,7,5,5,4,5,4,4,3,1,4,5,5,4,4,4,5,3,5,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,2,2,1,2,4,1,1,1,3,3,4,4,5,3,2,2,4,4,2,3,3,4,3,1,2,3,3,4,4,4,4,3,3,3,1,726
2021-06-09T14:52:00,R_3m9V6xEg76Nzv9O,EN,4,7,5,4,4,4,4,5,4,2,4,4,4,3,3,2,2,1,3,2,5,5,5,5,5,5,3,5,3,3,4,4,4,4,4,3,1,2,3,2,1,3,3,1,5,3,2,2,3,5,5,1,1,2,4,4,2,3,3,3,3,1,4,3,5,5,4,3,3,3,3,3,1,556
2021-06-09T14:52:00,R_BzGQ6tqij1kjhAJ,EN,4,7,5,5,5,4,4,4,4,2,5,5,5,5,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3,3,4,4,3,4,5,5,3,2,3,4,3,1,1,1,4,4,4,4,3,4,5,1,1,3,3,4,4,4,4,4,4,3,1,463
2021-06-09T14:51:00,R_3Jr4dApbAVwsb7j,EN,4,9,5,5,5,5,5,4,2,1,5,4,4,5,1,4,3,1,3,3,4,1,1,2,1,1,1,3,4,4,4,4,4,4,3,3,3,1,1,1,1,3,4,1,2,1,4,4,4,4,5,2,2,1,1,1,1,1,3,4,3,1,4,4,4,5,4,3,3,5,3,3,1,1054
2021-06-09T14:51:00,R_1k2dlPWK3tSaCqQ,EN,4,7,5,5,5,4,4,5,4,1,5,5,5,5,3,3,3,3,5,5,5,4,4,4,4,4,4,3,4,4,3,3,4,2,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,5,5,4,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,1,2,1,525
2021-06-09T14:49:00,R_2Vt4kJPLrBUYVez,EN,4,7,4,4,4,3,3,5,4,4,4,4,4,4,3,3,3,3,4,4,4,5,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,2,3,3,4,4,5,4,5,2,3,3,4,4,3,3,4,5,5,2,2,4,4,3,3,3,3,4,3,3,1,343
2021-06-09T14:48:00,R_3J3ChzePjxkHdXJ,EN,4,7,5,5,5,4,4,5,4,2,5,4,4,5,2,1,1,1,5,5,4,4,4,4,2,3,2,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,5,3,3,3,5,5,5,5,5,2,2,1,4,4,3,3,3,3,3,1,1,1,1,4,5,4,4,3,3,3,4,677
2021-06-09T14:45:00,R_3MuteXC6YHZkffK,EN,4,7,5,5,4,3,3,4,4,2,4,4,4,4,3,3,2,1,3,3,3,4,5,3,4,4,4,3,4,4,5,4,4,4,3,3,3,2,2,2,2,3,4,2,3,2,3,4,4,5,5,1,2,1,3,3,2,3,3,3,3,3,4,4,5,3,2,3,3,4,3,3,1,540
2021-06-09T14:44:00,R_4O833PRgY2h4u1b,EN,4,7,5,5,5,2,2,3,1,3,5,5,4,4,2,2,3,2,4,1,2,5,5,4,4,4,3,3,3,3,2,2,2,2,1,2,1,2,3,2,2,2,3,2,3,3,2,4,4,5,2,1,1,1,3,2,NA,2,1,2,2,1,1,1,3,3,3,2,2,3,2,3,1,6054
2021-06-09T14:43:00,R_23da72Ip2IeX6Wf,EN,4,7,4,4,4,5,3,4,3,3,4,3,3,4,2,3,4,2,4,2,2,3,3,4,4,4,3,4,5,4,4,4,3,3,4,4,1,3,3,3,1,2,4,1,2,2,NA,4,3,3,5,2,2,1,4,3,3,4,3,3,3,2,2,3,3,5,4,3,4,3,3,3,2,422
2021-06-09T14:42:00,R_3Gwy2DW0pcqyIrN,EN,4,9,4,4,4,5,5,5,4,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,4,4,4,4,3,4,4,4,5,3,5,5,4,4,4,4,5,3,3,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,905
2021-06-09T14:41:00,R_1pxU1t9yRkBlwJv,EN,4,4,5,5,4,4,4,4,4,3,4,5,5,5,3,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,3,3,2,3,3,3,4,4,5,2,3,2,4,5,4,5,3,3,4,4,4,4,4,5,4,4,4,4,3,3,1,1194
2021-06-09T14:38:00,R_1cRJlDMMcSm5z0y,EN,4,10,3,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,5,5,5,2,4,5,3,3,3,4,4,4,5,3,3,3,3,4,4,3,4,3,4,4,4,5,4,5,3,4,4,4,4,3,3,1,3662
2021-06-09T14:36:00,R_2WSiSuyI6CfaGdy,EN,4,7,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,2,4,5,3,2,2,4,4,3,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,2,584
2021-06-09T14:31:00,R_2Ylm4r26UhCKDMz,EN,4,7,4,3,4,3,2,3,2,2,4,4,4,4,3,4,4,4,3,3,4,5,5,5,5,5,4,3,4,3,4,3,3,3,3,4,4,3,2,2,3,4,4,2,5,4,3,3,3,3,5,2,1,2,4,3,2,2,4,4,3,4,4,4,4,3,3,3,3,3,2,2,1,3258
2021-06-09T14:30:00,R_2DY2NNLIgPckzu2,EN,4,9,4,4,4,4,4,5,3,3,4,4,4,4,3,3,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,5,3,3,4,4,4,4,4,4,5,3,2,2,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3981
2021-06-09T14:27:00,R_24d8ulTpzSuaDCK,EN,4,1,5,4,5,5,4,4,4,2,5,4,5,4,3,2,3,3,4,3,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,2,3,4,4,4,4,5,5,3,5,5,4,4,4,5,5,2,2,2,3,4,2,3,3,4,3,2,2,3,3,4,4,3,3,4,2,3,1,10021
2021-06-09T14:26:00,R_0lJ2S5m4tgbuN2N,EN,4,9,5,5,5,4,4,5,3,1,4,4,4,4,2,1,2,2,3,3,4,2,2,2,1,1,2,3,3,4,3,3,3,3,1,1,1,1,1,1,1,3,3,3,2,2,3,4,4,5,5,2,1,1,2,1,1,1,3,3,4,1,1,3,4,3,3,4,3,3,3,3,4,421
2021-06-09T14:26:00,R_28Unl8CQUPxMhf8,EN,4,6,4,4,5,5,5,5,4,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,3,4,4,5,1,5,4,4,3,3,3,3,3,4,5,2,3,1,5,5,3,5,3,3,3,3,3,4,4,4,3,4,3,3,2,2,2,753
2021-06-09T14:25:00,R_1ODEnRluy3vIXkd,EN,4,2,4,4,4,3,2,4,1,1,4,4,4,4,3,3,2,2,4,4,4,4,2,2,4,4,4,3,3,3,4,4,4,3,3,4,2,3,3,3,1,2,3,2,3,3,3,3,5,4,4,1,2,1,4,4,3,3,3,3,3,2,2,2,2,4,4,4,4,3,3,3,1,3551
2021-06-09T14:23:00,R_1oI20811BuGwYXz,EN,4,2,3,4,5,4,4,5,3,1,4,4,4,4,1,1,2,1,4,3,4,5,4,5,3,4,4,3,3,3,5,4,4,4,2,3,1,2,2,2,3,4,3,2,3,3,3,4,4,5,5,2,2,1,3,2,2,3,4,4,4,2,3,2,3,3,3,3,4,2,2,2,1,2988
2021-06-09T14:23:00,R_2y2ugWNgiNWW5fM,EN,4,9,4,3,4,4,4,4,3,3,4,3,3,4,2,3,4,3,4,3,4,4,3,4,3,3,3,3,3,4,3,3,4,4,4,3,3,2,2,2,2,2,3,1,3,2,2,3,4,4,5,3,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,3540
2021-06-09T14:21:00,R_31T8r83Xj9tPrW4,EN,4,7,5,4,5,5,5,4,3,1,4,4,4,4,3,3,3,3,3,3,2,4,4,4,2,2,2,4,3,4,4,4,4,4,3,3,3,2,3,3,4,5,4,3,3,3,4,4,4,4,5,2,2,2,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,1,500
2021-06-09T14:20:00,R_p9o5oGIWdlUSbAt,EN,4,10,4,5,5,4,3,4,4,4,5,5,4,4,5,5,5,5,4,4,3,5,4,4,2,4,3,4,3,4,3,3,5,5,4,4,4,3,2,3,3,5,4,3,4,4,3,3,3,5,2,3,3,1,3,2,3,3,4,3,4,5,5,4,4,5,4,5,4,3,2,3,1,2133
