RecordedDate,ResponseId,UserLanguage,District,school,dist & school concat,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q1,t-qupd-q2,t-qupd-q3,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
2020-05-01T10:14:0,R_sNXTZnXOgnxuic1,EN,8,1,81,03100003,5,4,4,4,3,5,3,3,4,4,4,4,1,2,2,2,4,3,3,5,5,5,4,3,4,5,5,4,4,2,5,4,4,4,4,3,3,2,3,4,3,2,3,2,5,3,5,4,2,2,2,3,5,5,3,2,4,4,4,4,4,4,4,1,4,3,2,2,3,3
2020-05-04T7:51:0,R_Xp7roazu6XeaSEV,EN,8,1,81,03100003,5,4,5,4,4,5,4,2,4,4,5,5,3,4,3,4,4,3,5,5,4,4,5,5,5,4,3,4,4,4,4,4,5,5,4,3,5,3,2,4,5,3,4,4,4,4,3,4,3,3,3,5,5,4,2,2,4,5,3,3,4,3,3,5,3,3,3,3,3,4
2020-04-27T7:6:0,R_2YAmR6sbqMAR2TA,EN,8,1,81,03100003,5,5,5,4,4,5,4,2,4,4,4,4,3,3,2,3,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,3,4,3,4,4,4,4,4,4,4,4,5,4,5,2,2,2,4,4,4,4,4,3,3,3,3,3,4,5,4,4
2020-04-27T12:18:0,R_C9VF4oq9MQXmVDr,EN,8,1,81,03100003,5,5,5,5,4,4,4,1,4,4,5,5,2,3,1,2,4,4,4,4,5,4,4,4,5,3,4,2,2,3,3,2,4,4,3,3,2,3,2,2,5,3,4,3,4,4,4,2,4,3,3,4,5,5,3,2,5,5,2,4,4,3,3,3,4,4,3,3,3,3
2020-05-01T8:0:0,R_294zRyWL8hdoRWW,EN,8,1,81,03100003,5,5,5,2,4,4,3,3,4,4,5,4,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,2,4,4,3,4,4,3,4,4,4,4,3,3,3,5,4,3,2,3,4,3,4,4,3,3,3,3,3,3,4,3,4
2020-04-27T7:22:0,R_1gTKVkl1XlMULf1,EN,8,1,81,03100003,4,5,5,5,4,4,3,2,4,5,5,4,3,4,3,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,5,4,3,4,4,5,4,5,4,4,3,3,4,4,3,4,4,4
2019-11-18T11:19:0,R_1n8dVR5NsYHUrkf,EN,5,5,55,02740510,5,5,5,3,3,2,1,2,5,5,4,4,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,4,3,3,2,5,3,2,3,3,3,3,3,3,4,4,3,4,4,4,1,1,3,4,5,1,1,1,4,3,1,1,3,1,1,1,1,2,2,3,1,3
2019-12-02T5:51:0,R_3HS5aA87gXwejss,EN,5,5,55,02740510,5,5,5,3,3,3,4,1,4,4,4,4,4,3,3,3,4,2,5,3,2,5,3,3,3,3,3,3,3,2,4,3,3,3,3,4,4,3,3,2,5,4,5,4,3,3,3,3,5,4,4,5,5,1,2,1,5,4,2,2,2,2,2,4,3,3,2,4,2,4
2019-11-18T19:42:0,R_3mlZeU1WflagOtB,EN,5,5,55,02740510,5,4,5,2,4,4,4,3,4,4,5,4,3,2,3,2,3,3,4,4,5,4,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,4,4,5,1,1,1,5,1,4,3,4,3,3,2,3,4,4,4,2,4
2019-11-18T11:28:0,R_1Kfm1SqKmAVYGYh,EN,5,5,55,02740510,4,4,5,5,5,5,5,4,5,4,5,4,3,2,2,4,4,1,5,4,4,4,4,4,4,4,4,3,3,4,4,2,4,5,4,2,3,2,3,3,4,3,5,1,4,4,3,4,4,5,4,5,4,2,2,2,4,4,3,4,3,3,2,3,3,2,2,3,4,4
2020-02-04T9:24:0,R_3JhgLd3CtJ3JFAJ,EN,5,5,55,02740510,4,4,5,5,4,3,4,1,5,3,4,4,3,,,4,4,4,5,5,5,5,4,4,5,4,4,3,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,4,4,4,3,3,,4,5,1,3,1,4,3,5,4,3,3,3,4,5,4,3,3,3,3
2019-11-26T6:18:0,R_2vjp5Q6PMLQ5FsM,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25T11:11:0,R_1LXAGAxDlfK1H3B,EN,5,8,58,02740505,,,,,,,,,,,,,4,3,4,3,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26T6:30:0,R_RyNxTfwnc1srtvz,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,4,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26T7:19:0,R_2CVcutAO0SH0Gy4,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
2019-11-25T10:34:0,R_2Puo2jip4d4CBDb,EN,5,8,58,02740505,,,,,,,,,4,4,4,4,,,,,3,3,3,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26T16:36:0,R_2yjUBDfVMgx7kj9,EN,5,8,58,02740505,4,3,4,,,,,,,,,,,,,,3,3,2,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
2019-11-26T6:29:0,R_2fD2ImGCp2O3HQF,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,3,3,2,,,,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26T12:26:0,R_3Du8RKFa4i77kqY,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26T6:47:0,R_2rGyaaR52nCoMNe,EN,5,8,58,02740505,,,,,,,,,5,4,5,4,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,,,,,3,3,4,,,,,,,
2019-11-26T7:1:0,R_3PHTKJO0bXr4y7W,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-27T13:5:0,R_UKJgU7vVjIkbkPf,EN,5,8,58,02740505,,,,,,,,,,,,,4,4,5,4,,,,,,,,,,NA,NA,,,,,,3,3,3,,,,,,,,,,1,1,1,1,,,,,3,2,2,1,,,,,,,,,,,,,,
2019-11-25T18:37:0,R_28D1GzgOM6mRhNg,EN,5,8,58,02740505,5,3,4,,,,,,,,,,,,,,,,,4,2,3,,,,3,3,3,,,,,,,,3,3,4,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3,4,,,3,3
2019-12-04T8:43:0,R_2ANA92XUZcGlZPA,EN,5,8,58,02740505,5,5,5,,,,,,4,3,3,4,,,,,4,2,4,,,,3,3,2,3,3,3,,,,,3,3,3,,,,,,,,,,,,,,,,,,5,2,2,1,3,3,2,3,4,2,2,,,,2,4,,
2019-11-27T11:49:0,R_3EXvpF0k7z3n7qA,EN,5,8,58,02740505,,,,4,4,5,4,2,,,,,,,,,5,4,5,4,3,3,4,4,5,NA,NA,,,,,,,,,,,,,,5,4,5,5,4,5,4,4,,,,,3,4,4,3,,,,,5,3,3,,,,4,4,4,4
2019-11-26T6:36:0,R_1E0E88nu9xE6YiZ,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,3,3,4,3,3,3,3,2,3,1,3,3,3,3,3,,,,,3,3,3,3,3,3,3,3,1,2,2,2,5,4,3,3,,,,,,,3,3,3,4
2019-11-26T6:6:0,R_3Hh8jsA22STbFhB,EN,5,8,58,02740505,,,,3,3,3,3,2,,,,,,,,,,,,4,4,4,,,,NA,NA,,,,,,3,3,3,,,,,,4,2,4,3,,,,,3,3,3,3,,,,,,,,,3,3,3,3,3,3,,,2,2
2019-11-27T12:23:0,R_1KlMc89DqZcZa4c,EN,5,8,58,02740505,4,5,4,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,4,4,,,,,,,,,,,,,3,5,3,4,,,,,,,,,,,,,,,,3,3,3,,,,
2019-11-27T10:17:0,R_12Fr8Ph5LDONpUS,EN,5,8,58,02740505,,,,,,,,,,,,,,,,,,,,,,,4,4,,NA,NA,,4,,,,,,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,5,1,1,,,,,,,
2019-11-25T11:24:0,R_1mzlCJvZgNgpljg,EN,5,8,58,02740505,5,5,5,3,3,3,2,1,5,3,4,4,,,,,,,,2,1,2,,,,NA,NA,,4,4,4,3,4,3,3,2,2,2,1,2,3,1,2,2,4,3,4,4,5,5,5,5,3,2,2,1,3,4,1,2,4,4,4,4,4,4,4,5,4,5
2019-11-26T7:10:0,R_2V92VmmH8Hsl5qU,EN,5,8,58,02740505,,,,2,2,3,4,1,5,4,4,4,1,2,1,3,,,,4,4,3,,,,3,2,3,,,,,4,4,4,,,,,,3,3,3,3,4,4,4,3,4,5,4,4,5,3,2,1,4,3,2,3,4,4,4,4,2,3,4,4,3,4
2019-11-27T13:24:0,R_3D6i2y7vdwaOB2W,EN,5,8,58,02740505,4,5,5,3,3,3,3,1,4,4,4,,3,2,2,2,,,,3,3,3,,,,3,NA,,4,5,4,4,2,2,3,3,2,2,1,2,2,2,2,,4,3,4,2,,,,,,,,,3,2,1,2,,4,3,,,,4,4,,
2019-11-19T8:34:0,R_1DZupGLSupkHT7H,EN,5,8,58,02740505,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2019-11-20T13:42:0,R_3dWawuWTUjQHvfB,EN,5,8,58,02740505,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,,4,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3
2019-11-20T12:13:0,R_2CQgdUg5OVFbl5K,EN,5,8,58,02740505,5,5,5,4,4,3,2,3,4,4,3,5,5,5,4,4,4,2,4,5,4,4,2,1,1,4,4,5,3,3,4,4,2,4,3,4,4,4,2,2,4,5,4,3,4,5,4,4,4,4,4,4,2,1,2,1,4,4,3,2,4,2,3,3,2,3,2,3,2,3
2019-11-18T10:50:0,R_21G4pDC4z4XvS3s,EN,5,8,58,02740505,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4
2019-11-19T8:59:0,R_1qUNgxbf1pVOkVy,EN,5,8,58,02740505,5,4,4,2,2,2,1,1,5,5,4,4,1,1,1,1,1,2,2,1,1,1,1,1,2,3,4,3,4,3,3,2,2,1,4,1,1,1,1,1,3,1,3,2,2,2,3,1,3,4,4,4,4,2,2,1,2,2,1,2,4,2,2,2,2,2,4,4,4,4
2019-11-18T12:21:0,R_2CdhmkBeYw8pZqO,EN,5,8,58,02740505,5,4,5,5,5,5,5,2,4,4,4,5,5,5,5,5,3,3,5,4,4,4,4,4,2,4,4,4,5,5,5,5,4,4,4,5,4,5,3,3,4,3,3,4,5,5,5,4,5,5,5,5,3,1,1,3,3,4,3,3,4,3,4,2,3,3,3,5,4,5
2019-11-18T11:22:0,R_eFoSz6w32N3FO3n,EN,5,8,58,02740505,5,5,5,2,2,4,3,1,5,5,5,5,4,3,3,3,4,3,3,4,4,4,3,3,3,3,2,3,3,3,4,3,4,3,4,3,3,3,2,1,3,3,3,3,4,4,4,4,3,3,3,2,3,3,3,2,4,4,3,3,4,4,4,4,4,4,3,5,3,5
2019-11-18T16:49:0,R_1gAYCLGGn8FZOLk,EN,5,8,58,02740505,4,4,3,5,5,4,3,2,4,3,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,2,4,3,4,4,3,3,3,3,4,4,4,4,4,4,2,2,2,2,4,2,3,3,5,4,4,4,3,2,2,3,3,4,3,5,4,5
2019-11-19T13:6:0,R_3F36pAGd3xKI1LR,EN,5,8,58,02740505,5,5,5,4,4,5,3,2,5,5,5,5,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,3,3,3,4,3,3,1,4,3,3,3,3,3,4,4,3,4,4,4,5,4,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3
2019-11-18T11:22:0,R_3lud3cApzhoUb9G,EN,5,8,58,02740505,5,4,5,2,2,4,2,1,3,3,3,3,4,3,2,3,3,2,3,4,4,4,3,3,3,4,4,3,3,3,3,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,4,4,4,3,3,4,4,2,2,1,3,3,2,3,4,3,3,3,3,3,2,3,2,4
2019-11-19T12:30:0,R_12RxsdRFjGUVAE9,EN,5,8,58,02740505,4,4,4,2,2,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,4,3,1,4,4,4,3,3,4,4,3,2,2,2,3,3,3,4,4,3,3,4,3,3,3,4,4,4
2019-11-19T6:14:0,R_3GexAtq2JjO7KiS,EN,5,8,58,02740505,4,4,4,2,2,5,1,1,4,2,4,4,1,1,2,2,4,2,2,3,1,3,1,1,1,5,5,4,3,3,4,4,3,1,4,4,4,5,1,2,2,2,2,1,3,4,2,3,4,4,4,3,2,2,2,2,5,5,3,5,3,2,2,2,2,2,4,4,4,4
2019-11-20T13:11:0,R_1FxQ4oajgHLkkT0,EN,5,8,58,02740505,5,5,5,4,3,5,4,1,4,4,4,3,4,4,4,4,4,2,2,4,4,3,3,3,2,3,4,4,3,3,4,3,2,2,1,5,5,4,1,1,4,5,5,4,2,5,4,5,5,5,5,5,3,2,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3
2019-11-18T16:4:0,R_2EiApyDoRBLLm6B,EN,5,8,58,02740505,5,4,4,3,3,5,3,3,4,4,4,5,3,3,4,4,4,2,4,4,4,4,4,4,3,2,2,3,4,3,3,4,3,3,4,3,2,3,2,2,4,3,4,4,3,4,4,5,4,4,4,5,3,4,2,3,5,4,4,5,4,4,4,3,3,3,3,5,3,4
2019-11-20T11:40:0,R_3O7moyVrtLdC5Xr,EN,5,8,58,02740505,5,5,5,2,2,3,3,4,5,5,5,5,3,3,2,3,2,2,2,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,4,3,2,2,2,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4
2019-11-19T21:59:0,R_2dAOh11BWPzYcYM,EN,5,8,58,02740505,5,5,5,2,2,5,2,4,5,5,5,4,4,3,3,4,3,3,2,4,4,5,4,4,4,5,4,5,3,3,4,2,5,5,4,5,3,5,1,1,5,5,5,5,3,3,4,4,5,5,5,5,3,1,1,1,5,5,2,5,3,3,3,2,3,3,1,1,4,4
2019-11-20T14:21:0,R_3KHg3A9lUVqXdpb,EN,5,8,58,02740505,5,4,5,2,2,2,1,1,4,2,4,4,3,3,2,3,4,3,2,4,4,3,2,2,2,4,4,3,3,4,4,4,2,2,4,4,4,4,3,2,3,1,2,2,3,4,4,3,4,3,2,5,3,3,3,2,3,2,2,2,3,3,3,3,4,4,3,4,2,2
2019-11-19T6:25:0,R_1JFNAelI9Xe21g2,EN,5,8,58,02740505,5,5,5,4,3,5,5,2,5,5,5,5,5,5,5,5,2,3,3,5,5,3,3,3,3,5,5,5,4,4,5,3,5,5,5,5,5,5,3,1,3,5,5,3,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,3,3,3,1,5,5,2,2,3,4
2019-11-20T5:43:0,R_1irlhkcFPgQDYhm,EN,5,8,58,02740505,5,5,5,3,4,5,4,3,4,4,4,4,3,3,3,3,4,4,4,3,2,4,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,2,2,3,3,3,3,4,4,4,4,3,3,4,4,3,2,2,2,4,3,2,4,4,3,3,3,4,4,4,5,4,5
2019-11-19T11:48:0,R_3jcTwnSvhgg77o1,EN,5,8,58,02740505,4,4,4,2,2,3,3,3,5,4,4,4,3,4,4,3,2,2,3,3,4,4,3,3,3,2,2,2,3,3,3,3,3,3,4,3,3,4,1,2,3,3,2,2,4,4,3,2,4,4,4,5,4,3,2,2,3,3,2,2,3,2,2,3,3,3,2,3,1,3
2019-11-18T11:51:0,R_3R7si1ObkWFoCtG,EN,5,8,58,02740505,4,5,4,4,4,4,3,2,3,4,4,4,3,3,2,3,3,4,3,4,4,4,4,4,4,5,4,4,3,4,3,3,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,2,3,1,4,4,3,5,4,3,3,4,4,3,3,4,3,4
2019-11-19T5:4:0,R_123IZFRBWPpDkKW,EN,5,8,58,02740505,4,5,4,2,2,2,2,2,4,4,4,3,2,2,1,1,1,2,1,1,1,1,1,1,1,3,4,4,3,3,4,3,1,1,2,2,1,1,1,1,1,1,2,2,3,3,3,2,5,5,3,5,3,2,2,1,2,3,1,2,4,3,3,3,2,3,4,5,3,5
2019-11-19T12:32:0,R_1OuT3aAtcjCBwaw,EN,5,8,58,02740505,5,5,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,4,4,4,4,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,4,4,3,3,4,3,3,3,3,3,4,3,3,1,3,2,3,5,3,5
2019-11-20T12:2:0,R_2Uis5grFCfEc3eM,EN,5,8,58,02740505,4,4,3,2,2,4,3,2,3,3,3,2,4,3,4,3,3,2,2,4,2,2,2,3,2,3,3,4,3,2,4,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,5,4,2,2,2,2,3,2,1,2,3,2,2,3,3,2,3,5,3,4
2019-11-18T11:53:0,R_2QRqgQ6lWYs59UJ,EN,5,8,58,02740505,5,4,4,2,2,3,2,2,4,3,4,3,3,3,3,3,4,3,2,2,,3,1,1,1,4,NA,4,3,3,3,3,3,3,3,3,4,4,3,3,1,1,2,2,3,4,4,3,3,3,3,4,3,2,3,,4,4,1,3,3,3,3,3,3,3,3,5,3,5
2019-11-20T5:38:0,R_cPiAO379l2GT8Zj,EN,5,8,58,02740505,3,4,4,2,2,5,3,2,4,4,4,4,3,4,4,2,3,4,3,3,2,2,3,2,2,2,2,2,3,4,3,3,3,3,4,3,3,3,2,2,3,1,3,3,3,3,3,3,2,3,4,4,5,3,3,2,1,2,2,2,3,3,3,2,3,3,3,5,3,4
2019-11-19T6:51:0,R_1CjRVy86hIvHRnP,EN,5,8,58,02740505,5,5,5,2,2,3,5,1,5,5,5,5,2,2,2,2,2,1,1,4,2,2,1,1,1,4,4,3,2,3,3,2,3,1,5,2,3,4,2,2,3,1,3,2,1,2,1,1,3,3,3,5,5,2,2,2,2,1,1,2,3,3,3,2,2,3,3,4,3,3
2019-11-18T10:54:0,R_3nPDZunL6sFknCG,EN,5,8,58,02740505,5,5,5,5,4,4,4,2,4,3,3,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,5,5,5,3,3,4,3,4,4,5,5,4,5,5,5,5,5,4,3,3,3,5,3,2,3,3,3,3,3,3,3,3,4,4,4
2019-11-21T6:54:0,R_Ryr3N6rzYvaAqMV,EN,5,8,58,02740505,4,5,4,4,4,5,3,3,4,4,3,4,4,4,2,4,4,3,3,4,4,4,3,3,2,4,4,4,3,3,3,3,3,3,2,4,4,3,1,1,3,1,3,3,2,4,3,4,4,4,4,4,5,2,2,1,3,3,2,2,2,2,2,3,4,3,3,4,3,4
2019-11-20T11:34:0,R_2fiCSpuVCQkCF2M,EN,5,8,58,02740505,4,4,4,4,2,5,4,2,5,4,4,3,3,3,4,3,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,3,1,1,4,4,3,4,3,2,2,1,3,2,2,3,2,3,2,2,5,3,3,1,1,1,2,2,2,2,3,1,2,2,3,3,2,5,3,5
2019-11-19T8:6:0,R_22Fgho4LmE17Aur,EN,5,8,58,02740505,5,2,5,4,3,3,3,2,5,4,5,5,3,2,2,3,3,2,2,3,3,2,2,3,2,3,4,4,3,4,3,3,4,4,4,2,2,3,1,3,2,3,2,1,4,4,4,4,3,3,3,4,3,2,2,2,3,3,3,2,3,4,3,2,2,4,3,3,2,1
2019-11-20T18:37:0,R_2XgOkLV1ivsyNVQ,EN,5,8,58,02740505,5,5,5,2,3,4,3,3,4,4,3,4,4,4,4,3,4,2,2,4,2,4,3,2,4,2,2,2,3,4,4,2,3,2,3,2,3,3,1,1,2,1,3,2,4,3,3,4,4,5,5,5,3,1,1,1,2,3,1,2,4,3,3,3,3,4,3,3,2,2
2019-11-20T12:24:0,R_2ymEna1ZsqXiUEp,EN,5,8,58,02740505,5,5,5,4,4,5,4,3,4,4,5,4,3,3,3,3,2,3,4,5,5,5,4,4,4,3,3,4,4,3,3,3,4,4,4,3,2,2,2,4,4,3,4,4,3,5,4,4,5,5,5,5,3,3,3,2,5,4,4,4,4,4,4,3,4,3,4,5,4,5
2019-11-20T12:5:0,R_vYxXFhVPwDjTwAh,EN,5,8,58,02740505,5,4,5,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,4,3,2,3,3,2,4,2,4,4,4,4,3,4,3,3,3,4,5,2,2,2,5,5,3,5,4,3,3,3,3,4,4,5,4,5
2019-11-19T13:45:0,R_ZlTR3WbyEw3P5fj,EN,5,8,58,02740505,5,5,5,1,2,2,1,1,5,4,5,5,1,1,1,4,2,2,1,1,1,1,1,1,1,3,3,2,2,2,2,1,3,1,2,3,3,3,1,1,1,1,2,2,5,4,4,4,5,5,5,5,5,2,2,1,4,3,1,3,4,3,4,4,2,2,3,4,3,4
2019-11-21T7:19:0,R_p0lCwsgmoJKaUeJ,EN,5,8,58,02740505,5,5,4,3,4,5,4,1,5,4,5,5,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,3,4,4,4,4,3,1,1,3,3,5,3,3,2,3,4,4,5,5,4,4,5,5,5,5,5,1,1,1,3,4,3,4,4,4,4,4,4,4,3,3,4,3
2019-11-20T11:20:0,R_2iuabdUvJ09JT2x,EN,5,8,58,02740505,5,5,4,4,4,5,4,4,4,5,5,5,3,4,3,4,4,3,4,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,4,4,2,3,2,4,5,2,4,3,3,4,3,3,5,5,5,5,2,2,3,2,4,4,3,4,3,2,3,3,3,3,4,4,4,5
2019-11-19T12:39:0,R_2bUTRbYY3CkYTAS,EN,5,8,58,02740505,5,5,4,2,3,4,3,1,5,4,5,3,3,4,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,2,2,2,1,2,3,1,3,3,4,4,3,3,4,4,5,4,4,2,2,1,3,3,2,3,3,3,3,3,2,2,4,4,4,4
2019-11-19T7:41:0,R_3KLba8fCA9HZCO5,EN,5,8,58,02740505,5,5,4,4,4,3,3,1,5,4,5,4,4,4,4,4,4,5,3,4,4,4,3,2,1,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,3,4,4,3,4,4,4,5,3,2,2,2,2,3,1,2,4,3,3,3,3,2,2,4,4,4
2019-11-20T8:42:0,R_1PXXWqIoN02qhAq,EN,5,8,58,02740505,4,4,3,3,3,3,3,2,4,3,3,4,3,3,2,2,3,3,3,3,3,4,3,3,2,4,4,4,3,4,3,3,3,3,3,3,2,4,2,2,3,3,3,3,3,4,3,4,3,3,3,4,4,3,3,2,4,4,2,3,3,2,2,3,3,3,2,5,3,4
2019-11-20T13:37:0,R_3iR5ZBQmgLDaIa0,EN,5,8,58,02740505,4,4,3,4,3,5,4,1,3,3,4,3,3,2,4,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,3,3,3,3,2,4,3,3,3,3,2,4,5,4,4,3,3,3,3,3,3,2,2,3,3,3,3,4,1,5
2019-11-20T12:7:0,R_2bTvDfNx7qGXj8C,EN,5,8,58,02740505,5,5,4,2,2,3,3,2,4,4,4,3,2,2,1,2,2,2,1,4,4,4,3,3,3,3,3,3,2,2,3,2,2,1,3,3,4,2,2,2,2,1,2,2,3,2,3,3,2,2,3,4,3,2,1,1,2,2,2,2,2,3,2,1,1,2,2,5,2,5
2019-11-19T8:14:0,R_514skufImFVQUWB,EN,5,8,58,02740505,5,5,5,2,4,3,3,3,4,4,3,3,4,2,1,2,2,3,2,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,2,1,4,3,3,3,4,4,4,3,2,2,2,2,3,2,2,1,3,2,2,2,2,3,2,2,2,3,1,3,4,4
2019-11-20T12:6:0,R_W9AFfIECOD88Qjn,EN,5,8,58,02740505,5,4,5,4,3,4,1,2,5,4,3,3,2,2,3,2,4,2,3,4,3,3,1,1,1,5,5,4,4,4,4,3,3,3,2,5,4,5,3,2,4,3,4,1,4,3,3,3,1,1,5,4,1,2,1,1,3,3,1,3,4,3,3,3,4,3,3,5,4,5
2019-11-18T12:3:0,R_RtdUNp9WuR0L4g9,EN,5,8,58,02740505,5,5,5,4,5,4,4,2,4,3,5,4,3,3,2,3,4,2,4,5,5,5,5,5,5,3,3,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,2,2,5,5,5,5,3,4,2,3,3,3,2,2,3,4,3,2,4,5,5,3,3,3,2,2,3,4
2019-11-20T5:34:0,R_25yiirih35JPvrH,EN,5,8,58,02740505,5,5,5,,,4,,,,,,,3,3,1,4,4,,4,3,3,3,3,4,2,3,3,3,4,3,4,3,3,,,3,3,3,3,3,4,2,3,3,,,,,,,,,5,3,,,5,4,3,4,5,5,2,,,2,4,5,5,4
