RecordedDate,ResponseId,UserLanguage,District,school,dist & school concat,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q1,t-qupd-q2,t-qupd-q3,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
2020-05-01T12:29:0,R_SUEhn7L7AwyfLHz,EN,8,3,83,03100305,3,3,3,4,3,5,4,1,4,4,4,4,3,3,3,3,4,3,4,5,5,5,5,5,5,3,4,4,4,3,4,4,3,3,2,3,4,4,3,3,5,4,5,5,3,3,3,3,3,3,3,3,5,2,2,1,4,5,3,4,3,3,2,3,3,3,4,5,4,4
2020-05-01T12:2:0,R_2f8ue5wYk910dk9,EN,8,3,83,03100305,5,5,5,4,4,5,3,1,5,5,4,5,3,3,4,4,3,4,5,5,5,5,5,5,5,4,4,3,4,4,4,3,3,3,3,3,4,5,4,4,3,3,3,3,3,4,4,3,5,4,5,5,5,2,2,1,3,3,4,3,3,2,2,4,4,3,4,4,1,2
2020-04-28T11:36:0,R_2V4ma8uKm6P3OKg,EN,8,3,83,03100305,5,5,5,2,3,4,3,2,4,4,5,4,3,3,4,3,2,2,3,5,4,5,4,4,5,3,3,4,4,4,4,3,2,4,3,3,3,5,3,4,4,2,4,3,4,4,4,4,3,2,2,3,4,2,2,2,4,4,3,4,4,2,2,3,4,3,1,4,2,4
2020-05-01T8:28:0,R_1kUrf3HwLvwDHsz,EN,8,3,83,03100305,5,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,4,2,3,3,1,4,4,3,3,2,2,2,2,2,3,4,4,2,4
2020-05-01T10:2:0,R_11d0qgxtXufAR4r,EN,8,3,83,03100305,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,4,5,5,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,4,4,5,5,3,3,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5
2020-05-01T10:27:0,R_ZwpiyS788nqcUBX,EN,8,3,83,03100305,5,4,5,5,4,5,4,4,5,5,5,4,3,4,3,4,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,5,5,5,3,4,5,2,4,4,4,5,4,5,4,4,2,4,4,4,2,2,4,5,4,5,4,4,3,3,4,4,4,5,4,5
2020-04-29T9:12:0,R_2v1XLFW2I55LjFV,EN,8,3,83,03100305,4,5,3,4,4,5,4,3,4,3,4,2,2,3,3,3,3,3,4,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,5,2,3,4,4,2,3,2,2,3,4,5,3,3,3,3,4,3,4,3,2,2,2,2,3,4,4,4,4
2020-04-30T12:36:0,R_cwPTqPtN20eFdjb,EN,8,3,83,03100305,5,4,4,2,4,3,3,1,4,4,5,4,3,3,2,3,4,3,4,5,5,5,4,4,4,2,3,3,3,3,3,3,3,3,2,2,2,5,4,5,3,2,3,2,3,4,3,4,4,4,3,3,5,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,2,2
2020-05-01T11:55:0,R_10oOFhX9E9DuaJE,EN,8,3,83,03100305,5,5,4,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,4,5,5,5,5,4,3,4,4,4,4,4,4,3,5,3,4,5,4,4,4,4,4,4,2,5,4,4,5,5,5,5,5,3,3,3,5,5,4,5,3,3,3,3,4,3,3,3,3,3
2020-04-27T14:51:0,R_3rSwhfMTBdoZ3Z0,EN,8,3,83,03100305,5,5,4,4,4,4,4,2,5,4,5,4,3,3,3,3,3,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,5,2,2,1,3,4,3,4,3,3,3,3,3,3,3,4,3,4
2020-05-01T10:9:0,R_1jdnLjD6lKAZIpc,EN,8,3,83,03100305,5,5,5,4,4,5,4,5,4,4,4,4,4,4,4,3,3,2,3,5,5,5,5,5,5,3,3,4,3,3,3,3,4,3,3,3,4,4,3,4,4,2,4,4,4,4,4,4,3,3,3,3,5,2,2,2,4,3,3,3,3,2,2,3,3,3,4,4,4,4
2020-05-01T10:51:0,R_WkxsxwUwiw2uySB,EN,8,3,83,03100305,4,4,5,5,5,5,4,1,4,4,4,4,3,3,4,4,4,3,3,5,5,4,4,3,3,5,5,4,4,4,4,4,3,3,4,3,3,3,2,3,3,3,4,4,3,4,3,4,3,3,,3,5,3,2,2,4,4,4,4,4,2,1,4,3,3,3,3,3,3
2020-04-30T10:57:0,R_2ziuig8JEDv2n7B,EN,8,3,83,03100305,4,4,5,3,3,5,3,2,4,4,4,4,2,4,3,3,4,3,4,5,5,5,5,5,5,3,4,4,3,3,4,3,3,4,3,3,4,2,2,5,4,2,4,3,3,2,3,2,4,4,4,4,5,2,2,1,4,5,4,4,3,3,3,3,3,3,4,3,3,4
2020-04-28T9:35:0,R_1DIlKu2Zt7CLcgJ,EN,8,3,83,03100305,5,5,5,3,3,4,2,5,4,4,4,3,3,2,4,3,4,5,4,4,5,4,4,4,4,3,3,3,3,4,3,3,4,2,3,4,3,4,4,4,3,2,3,1,3,4,4,4,2,2,3,2,5,2,2,2,2,4,1,3,3,3,3,2,2,4,3,4,2,4
2020-05-04T11:46:0,R_2q7qXQ8kterRwj0,EN,8,2,82,03100017,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,,,,,,3,3
2020-05-04T12:44:0,R_3iwda9ehrQIZw2n,EN,8,2,82,03100017,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,4,4,3,3,3,4,3,,,,,,4,3,5,4,,,,,,,,,5,4,2,2,,,,,4,2,2,,,,,,,
2020-05-10T18:13:0,R_2Ck6CViO1K5EBIN,EN,8,2,82,03100017,,,,4,5,5,3,,4,5,5,4,3,,,,4,4,4,3,3,3,4,4,4,NA,NA,,4,3,4,4,4,4,4,2,3,2,2,3,4,,,4,4,4,,3,,,,,5,4,,,4,4,4,3,,,1,,,,3,3,,
2020-04-27T14:16:0,R_2e3e9c2tQycPbyB,EN,8,2,82,03100017,5,5,4,5,5,5,4,3,4,4,3,3,3,3,3,3,4,2,4,4,4,3,4,5,5,3,3,3,3,4,4,3,4,3,3,5,3,3,2,4,3,2,2,4,5,5,4,4,3,3,3,4,5,4,5,4,4,5,3,4,3,2,2,4,3,3,4,4,2,3
2020-04-30T17:17:0,R_2BrnNjXG21B6QKT,EN,8,2,82,03100017,4,4,4,5,4,4,3,2,4,4,4,3,3,4,5,5,4,3,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,5,5,5,4,4,4,4,3,3,4,4,5,3,3,3,5,5,5,5,4,2,2,3,3,4,3,4,4,4
2020-04-27T14:4:0,R_10PiQeUVZ12y40A,EN,8,2,82,03100017,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,2,2,4,4,3,4,3,2,2,3,3,3,3,3,3,3
2020-04-27T12:15:0,R_UsdLs6PVcYypb7X,EN,8,2,82,03100017,5,5,5,4,4,4,3,5,4,4,5,5,4,3,4,3,3,2,4,5,5,5,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,5,5,5,4,5,5,4,5,4,1,1,3,3,4,3,4,3,4
2020-04-28T7:3:0,R_1QzSLdi8wUqjurs,EN,8,2,82,03100017,5,5,5,5,5,4,4,5,4,5,5,4,3,3,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,3,4,5,4,4,4,3,4,3,4,4,3,4,1,2,5,5,3,5,4,3,3,4,3,3,4,5,3,4
2020-05-04T9:27:0,R_SVGxVz66eUyOVTH,EN,8,2,82,03100017,4,4,5,4,4,5,4,2,4,4,4,4,2,2,3,2,5,5,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,2,3,3,1,3,4,2,3,3,4,4,4,3,3,3,3,4,5,3,2,2,3,3,2,3,4,2,2,3,3,3,2,2,3,3
2020-04-28T13:7:0,R_OP7zIVzDXHS1Evn,EN,8,2,82,03100017,5,5,5,4,4,5,3,1,4,4,4,4,3,3,3,3,4,5,4,2,2,2,3,3,4,3,3,3,4,3,3,3,4,3,2,3,3,2,2,3,4,2,3,2,3,3,3,3,3,2,3,4,5,3,2,2,3,4,3,4,3,2,2,3,3,3,1,2,3,3
2020-04-27T13:21:0,R_1l5iFaRoZoMaSKW,EN,8,2,82,03100017,5,5,5,4,4,5,4,2,4,4,4,4,3,2,3,3,5,4,5,2,2,2,2,3,2,3,3,3,4,4,3,3,4,4,2,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,5,5,3,2,1,4,4,2,3,4,2,2,4,4,4,4,5,3,5
2020-04-27T12:43:0,R_Z9mLNqCwTyUcC0V,EN,8,2,82,03100017,4,4,4,5,4,5,3,4,4,4,3,4,4,4,4,4,4,2,4,5,4,5,5,4,4,3,3,4,4,4,4,4,3,4,3,4,5,5,3,4,4,4,4,3,3,3,3,3,3,3,3,4,5,2,2,2,3,4,2,3,4,2,2,4,3,4,4,4,3,3
2020-04-30T9:33:0,R_AGlWbJ27IZqPBkt,EN,8,2,82,03100017,5,5,5,4,5,5,5,5,5,5,5,5,4,3,2,3,4,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,5,4,5,4,3,3,3,3,3,4,5,4,5
2020-04-27T12:28:0,R_UQm4z1bIm66N9Qt,EN,8,2,82,03100017,5,4,4,4,4,5,3,1,3,3,3,3,3,2,3,3,2,2,4,3,3,1,4,4,3,3,3,4,4,3,4,3,4,4,3,3,3,4,2,4,4,2,4,4,5,4,4,3,3,3,3,3,5,3,2,2,3,3,2,3,4,2,2,3,3,3,1,1,2,3
2020-04-27T12:53:0,R_1FSTJ2dVkvM9wU9,EN,8,2,82,03100017,4,4,4,2,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,4,3,2,4,4,3,4,4,3,4,3,4,3,2,3,2,3,3,3,3,3,3,2,4,4,3,4,3,3,2,2,2,3,4,3,2,2,3,4,3,4,4,3,3,2,3,3,2,3,3,3
2020-05-04T10:12:0,R_3HBllzgGMUEzc6H,EN,8,2,82,03100017,5,5,5,5,4,5,4,3,5,5,5,5,3,4,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,3,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,5,3,5,4,3,3,5,4,4,2,2,2,2
2020-05-07T9:33:0,R_25yZxB7yDSYKKCA,EN,8,2,82,03100017,5,4,4,4,4,4,3,2,4,4,4,5,3,3,3,3,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,3,4,3,4,3,3,3,4,5,4,5,4,3,3,3,2,3,4,2,2,3,3,3,2,2,1,2
2020-05-04T8:34:0,R_22R1T2tpVgUOhPY,EN,8,2,82,03100017,4,4,4,3,3,4,3,2,4,4,4,4,3,2,2,3,4,4,3,4,3,3,2,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,4,3,3,4,3,4,4,5,3,2,2,4,3,2,3,3,2,2,3,3,4,3,3,4,4
2020-04-27T12:14:0,R_3ewwXTn0OpkCY7c,EN,8,2,82,03100017,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,4,4,4,4,4,5,4,4,4,4,5,3,4,5,1,3,3,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,3,3,4,4,4,4,4,3,5
2020-04-28T13:44:0,R_xA9BXcVNHf2REFb,EN,8,2,82,03100017,5,4,4,5,4,4,3,2,4,4,3,4,3,3,3,3,4,3,4,2,2,2,2,3,2,3,3,4,4,4,3,4,3,3,3,3,3,2,2,4,3,2,3,3,5,3,3,2,3,3,3,5,4,3,2,2,3,3,2,3,3,2,2,3,3,3,1,1,2,3
2020-04-27T12:12:0,R_1N7V5yAWyxXgLCP,EN,8,2,82,03100017,5,5,5,5,4,5,4,3,5,5,5,4,3,3,2,3,4,3,4,5,5,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,3,2,4,4,1,3,3,4,4,4,4,4,4,4,4,5,4,3,3,4,4,3,4,4,2,3,4,4,4,2,3,3,3
2020-04-27T12:22:0,R_TdCcnCJ13cY4DPr,EN,8,2,82,03100017,5,5,4,4,4,5,4,5,4,5,5,5,3,4,4,4,5,3,4,4,5,3,4,4,4,3,3,4,5,5,5,3,4,4,4,4,5,5,5,4,5,5,4,4,5,5,5,5,4,3,4,4,5,3,3,3,4,4,4,4,5,4,3,3,4,5,4,4,3,2
2020-04-30T6:58:0,R_ylpN7oRc8NIHjZn,EN,8,2,82,03100017,5,5,5,4,4,5,4,1,5,5,5,5,4,5,5,5,5,3,4,5,5,5,5,5,5,4,5,4,5,4,5,5,4,5,4,3,3,5,3,4,5,5,4,4,5,5,5,5,4,3,4,5,5,4,3,2,5,5,5,5,4,3,3,2,3,3,4,5,3,5
2020-04-30T8:27:0,R_29tVtsh70etuzfm,EN,8,2,82,03100017,5,5,5,5,4,3,4,5,5,4,5,4,5,4,5,4,4,4,4,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,5,3,4,5,3,5,4,4,5,4,4,4,5,5,5,4,4,4,3,4,4,4,5,4,3,2,4,4,4,5,5,3,3
2020-04-27T12:40:0,R_3F361WmTeBX0Xkg,EN,8,2,82,03100017,5,5,5,5,4,4,4,2,4,4,4,4,3,2,3,3,3,3,4,4,3,2,4,3,3,3,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,5,4,4,4,3,3,3,4,5,3,2,1,3,4,3,4,4,3,3,3,3,3,4,4,3,4
2020-05-01T15:3:0,R_264MwHodhOEFWga,EN,8,2,82,03100017,5,5,5,4,4,4,2,1,5,5,5,5,3,4,3,4,4,3,4,2,3,1,2,3,2,3,4,3,4,4,4,3,4,3,3,5,5,5,2,3,4,5,4,3,4,5,4,5,4,4,4,4,4,3,2,2,4,3,4,3,3,2,2,3,2,2,4,5,4,5
2020-04-27T14:39:0,R_2VD4XBcEh1h46PN,EN,8,2,82,03100017,5,5,5,5,5,5,4,5,5,4,4,3,3,4,4,4,4,4,3,5,5,4,4,5,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,3,2,4,5,4,4,4,3,2,2,3,2,3,2,5,4,4,3,4,4,2,3,3,3,4,2,2,2,2
2020-05-05T12:33:0,R_22x2d753uavvJ98,EN,8,1,81,03100003,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29T9:16:0,R_3I4SLx7n5gCNXvN,EN,8,1,81,03100003,5,5,5,4,5,5,4,3,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,5,3,5,5,4,4,4,4,2,2,2,3,5,4,3,2,2,3,3,3,5,3,3,3,3,3,3,3,3,3
2020-05-01T12:0:0,R_Ugez2EyhzAVR0Ix,EN,8,1,81,03100003,5,4,4,3,4,3,3,1,4,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,2,3,3,4,4,4,3,3,4,3,3,4,3,2,2,2,5,4,4,1,2,3,3,3,5,3,2,1,4,4,3,4,4,3,3,3,3,3,2,3,2,3
2020-04-27T8:24:0,R_3kOmZzhgLBh0mn4,EN,8,1,81,03100003,5,5,5,4,4,5,4,3,5,4,4,4,3,2,2,2,3,4,4,3,5,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,3,2,3,2,4,3,3,3,4,3,4,3,3,2,2,2,5,4,2,3,4,4,4,4,3,3,3,3,4,3,3,4,4,4
2020-04-28T11:39:0,R_Tjfs2bwaE6QqkqB,EN,8,1,81,03100003,5,4,4,3,4,4,3,1,4,4,4,5,3,3,2,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,5,3,3,1,4,5,3,4,4,2,2,3,3,3,3,4,4,5
2020-04-27T6:13:0,R_1i9V1TRiKpTMxnb,EN,8,1,81,03100003,5,4,5,4,4,5,4,3,4,4,5,4,3,2,3,4,4,3,4,5,5,5,5,5,5,4,4,3,4,4,4,3,4,4,3,3,3,3,4,4,4,2,3,4,4,4,4,4,4,3,4,5,5,3,3,2,4,5,4,4,4,3,3,3,4,3,4,5,3,4
2020-05-04T13:44:0,R_1qh3AmvYzRiAkXq,EN,8,1,81,03100003,4,4,4,4,4,5,4,2,4,4,4,4,3,3,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,5,3,3,4,3,4,4,4,4,3,3,4,4,4,2,2,3,4
2020-05-01T11:58:0,R_tDiXypERlMXD0tP,EN,8,1,81,03100003,5,5,5,5,4,5,5,2,4,4,4,4,3,2,3,3,4,2,4,5,5,5,4,4,5,4,5,4,4,4,4,4,4,4,3,3,2,2,3,5,5,5,3,4,4,4,4,3,4,4,4,3,5,3,2,1,4,5,5,5,4,3,3,3,5,4,3,3,3,3
2020-04-27T6:51:0,R_3D5WmMwLbYeGxhZ,EN,8,1,81,03100003,5,4,5,4,4,5,4,3,4,4,4,4,3,2,2,2,2,2,5,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,2,3,3,4,4,4,3,4,2,4,4,4,2,2,2,2,2,5,3,3,5,3,4,2,4,5,3,4,3,4,2,2,1,3,3
2020-04-27T8:51:0,R_yJWLNcXgLbboCDn,EN,8,1,81,03100003,4,4,3,2,2,2,3,1,3,4,4,4,3,2,3,2,2,1,2,4,3,4,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,2,2,2,4,4,3,3,4,4,3,3,4,2,3,3,4,3,1,3,2,4,3,4,4,3,3,3,2,2,2,3,3,3
2020-04-27T9:25:0,R_3p0hdebGU7il0fu,EN,8,1,81,03100003,5,5,5,4,5,5,4,5,4,5,5,4,4,2,2,2,5,5,5,5,5,4,5,5,4,5,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,3,2,3,4,4,4,4,3,3,4,4,4,4,4,4,5
2020-04-27T9:14:0,R_30pmN1KxogwnNTv,EN,8,1,81,03100003,4,5,4,5,5,5,4,2,5,4,4,4,4,4,3,4,5,1,4,4,3,4,5,5,4,4,5,4,4,4,5,4,4,2,4,2,2,1,2,3,4,3,4,2,4,4,4,3,3,3,3,4,5,2,2,4,4,5,4,4,4,3,3,3,4,3,3,3,4,5
2020-05-04T7:12:0,R_3fdj1GukasvPo57,EN,8,1,81,03100003,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,3,5,5,5,4,5,4,4,5,4,4,4,4,4,5,5,4,4,5,5,4,5,4,4,3,4,4,4,3,3,5,5
2020-05-04T8:15:0,R_2YGsKlIwrvxW4oe,EN,8,1,81,03100003,5,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,2,4,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,5,4,4,3,4,5,5,5,5,3,3,2,4,4,3,4,4,3,3,4,4,4,2,4,2,3
2020-04-27T17:47:0,R_2OTPlBfo44VSZb7,EN,8,1,81,03100003,5,4,4,4,4,5,4,5,4,4,4,4,2,2,1,2,4,4,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,3,3,2,2,2,3,5,2,3,3,4,4,4,4,3,3,5,4,5,4,3,5,3,4,3,4,5,4,4,3,4,4,2,3,3,4
2020-04-27T9:48:0,R_RrWVoiBSx76bVtv,EN,8,1,81,03100003,5,4,4,5,5,5,4,4,5,4,2,4,3,4,4,4,4,3,4,5,4,4,5,4,5,4,4,4,4,3,4,3,3,3,3,4,3,3,2,3,5,5,5,4,4,4,4,5,3,3,3,3,5,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,4
2020-04-27T7:34:0,R_1CI74n8A4vIfFfS,EN,8,1,81,03100003,5,5,4,3,3,3,3,1,4,4,5,5,2,3,4,3,2,1,4,5,5,5,4,4,4,4,5,4,3,4,4,3,4,4,4,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,4,5,5,1,2,2,,2,3,3,5,2,3,2,4,4,3,,3,
2020-04-27T8:7:0,R_PFKFKPEF7RdXwOZ,EN,8,1,81,03100003,5,5,5,5,5,5,5,3,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,4,4,3,4,5,3,2,2,2
2020-04-27T10:57:0,R_1duAJA2c97Kolxa,EN,8,1,81,03100003,5,5,5,4,4,5,3,2,5,5,5,5,3,3,4,3,4,3,4,4,3,5,5,4,5,4,4,4,5,4,5,4,4,4,4,4,3,2,2,4,4,2,3,3,4,4,4,4,4,3,4,4,3,2,2,1,5,5,3,4,4,3,3,1,4,3,2,3,4,4
2020-05-04T8:22:0,R_2zAMZLZBce1t9eG,EN,8,1,81,03100003,5,5,4,5,5,5,5,3,5,5,5,4,4,3,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,4,3,3,4,4,5,3,5,4,5,4,5,4,4,4,4,4,5,3,4,3,4,5,4,5,5,3,4,4,4,4,4,5,4,4
2020-04-28T5:16:0,R_To6TN40DWsQyla1,EN,8,1,81,03100003,5,5,5,4,4,5,5,4,5,5,5,5,3,3,3,3,5,4,4,5,5,5,5,5,5,4,3,4,5,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,2,3,4,4,4,4,3,3,4,4,4,4,4,3,4
2020-05-01T10:12:0,R_2RZWVSPIp1upk8q,EN,8,1,81,03100003,5,5,4,5,4,5,4,1,4,4,4,3,4,3,3,3,5,2,5,5,3,5,4,5,5,3,4,4,4,3,4,4,4,4,4,4,2,2,1,4,4,4,4,4,3,4,4,4,3,2,2,2,5,3,3,2,4,4,4,4,4,3,3,3,4,3,3,3,3,3
2020-05-01T16:1:0,R_eDM9oubdE96qH3r,EN,8,1,81,03100003,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2020-04-27T12:43:0,R_27UO81xpwC7CFb2,EN,8,1,81,03100003,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,2,2,3,4,3,3,4,4,4,4,4,3,3,4,4,1,3,3,5,4,4,3,4,4,3,3,3,4,4,4,4,3,3
2020-04-27T12:7:0,R_1dGZEgM3Txgc8gJ,EN,8,1,81,03100003,5,5,5,4,4,5,3,2,4,4,5,4,2,2,2,2,4,4,4,4,5,5,3,3,4,5,5,4,4,4,4,4,2,4,2,3,3,2,3,3,4,4,3,3,2,4,4,3,3,3,3,4,5,3,3,4,3,4,4,4,4,3,3,3,4,3,2,2,3,4
2020-05-04T8:22:0,R_28YSJBe6dw9WHFO,EN,8,1,81,03100003,5,5,5,4,4,4,4,2,5,4,4,4,2,2,1,2,5,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,3,2,5,5,3,4,4,4,4,5,5,5,4,3,4,4,4,4,2,4,5,4,4,4,4,3,4,4,4,3,3,3,3
2020-04-27T9:34:0,R_10u3Bx41L6YST1h,EN,8,1,81,03100003,5,5,5,4,4,5,4,2,5,5,4,5,4,,4,5,5,2,5,5,5,4,5,5,4,4,5,4,5,5,5,5,4,4,2,2,2,3,3,4,2,5,4,2,5,5,5,4,3,2,3,4,5,4,3,2,3,5,4,5,5,5,3,3,4,4,3,3,4,4
2020-04-27T15:53:0,R_O23zIRPySzxP3UZ,EN,8,1,81,03100003,5,4,5,4,4,5,5,2,5,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,3,2,4,4,4,4,4,3,3,3,4,4,3,3,3,3
2020-04-27T7:26:0,R_21AliCcnxVwSKu9,EN,8,1,81,03100003,4,5,4,5,5,5,3,1,4,4,5,4,1,2,2,2,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,3,3,3,2,3,3,3,1,5,5,3,4,4,4,4,4,3,3,3,3,4,5,4,3,2,3,5,3,4,5,3,3,2,3,3,2,3,4,4
2020-04-28T9:5:0,R_3fNMY3mnGjRTYSk,EN,8,1,81,03100003,5,5,4,4,4,4,4,1,4,4,4,4,3,3,4,4,4,2,4,4,4,3,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,2,4,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,3,5,4,4,4,4,4,2,2,3,4,3,2,2,3,4
2020-04-27T13:38:0,R_33269BSVCdyOiPW,EN,8,1,81,03100003,4,4,5,4,4,4,3,2,4,5,5,4,2,3,4,4,4,4,3,5,5,5,5,5,4,4,4,3,4,4,4,3,4,4,4,3,2,2,2,2,5,3,4,4,4,3,4,4,3,4,4,5,5,4,3,3,4,5,3,5,4,3,3,4,4,4,4,4,4,5
2020-04-28T11:28:0,R_1rfaztzQTR9wIfR,EN,8,1,81,03100003,5,5,5,5,4,4,3,1,5,5,5,4,4,3,3,3,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,3,3,1,3,4,4,4,3,5,4,4,3,3,3,3,4,4,2,2,2,4,4,3,4,4,3,3,3,3,4,2,3,3,3
2020-04-27T8:54:0,R_27P729NmVXqQXi7,EN,8,1,81,03100003,5,5,5,4,4,5,4,1,5,4,5,5,3,3,4,4,5,3,5,5,5,5,4,4,5,5,4,4,5,5,5,4,5,5,4,4,4,3,3,5,4,3,2,2,4,5,5,5,5,4,4,4,2,3,4,5,4,5,4,5,4,5,3,3,4,2,4,4,4,4
