Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,District,school,Birth.Month,Birth.Day,Birth.Year,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,Q90,Q90_3_TEXT,Q91,Q91_7_TEXT,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher,,ALL NA?
1,2020-03-02T6:53:0,R_2Vkz4XjM6sApcpq,anonymous,EN,6,6,6,30,109,6,2,NA,3,5,1,2,3,2,4,2,5,5,2,2,5,1,1,1,2,NA,4,3,NA,2,2,4,2,3,4,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,5,3,3,3,2,3,2,4,2,,6,,EN,Math teacher,,,,,
1,2020-03-02T6:53:0,R_wN5Xl0US9bKOHU5,anonymous,EN,6,6,3,5,109,6,4,4,5,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,3,3,4,3,3,4,5,5,5,4,3,5,5,5,5,5,2,2,3,2,2,2,5,4,4,4,3,5,NA,2,2,4,3,1,,5,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:53:0,R_1OSP9ge1EFk2uVY,anonymous,EN,6,6,6,28,108,7,3,3,4,2,4,4,5,5,5,5,4,4,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,,EN,,Science teacher,,,,
1,2020-03-02T6:53:0,R_12kZy8ZjWGJLeoY,anonymous,EN,6,6,8,18,109,6,5,4,5,3,1,3,4,3,4,4,3,4,2,2,4,2,3,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,3,4,2,3,4,4,4,1,,2,,EN,,Science teacher,,,,
1,2020-03-02T6:54:0,R_2c1mQZMuwcSIeLO,anonymous,EN,6,6,12,13,108,6,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,1,4,5,5,5,5,5,5,4,NA,5,5,5,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,4,5,5,3,1,1,2,5,2,,7,I do not know,EN,,,,English teacher,,
1,2020-03-02T6:54:0,R_3lEopLnW5OHF3l4,anonymous,EN,6,6,7,12,108,6,3,4,4,3,3,3,2,3,2,2,5,3,3,1,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,2,3,2,2,3,2,2,,5,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:54:0,R_2Pdn30TK05thzyu,anonymous,EN,6,6,4,25,108,7,3,3,5,5,3,5,5,5,4,5,4,4,5,4,4,4,3,4,3,5,4,5,5,2,3,4,5,4,4,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,5,3,4,3,4,4,2,,,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:54:0,R_C47ppWjS4kb9369,anonymous,EN,6,6,9,20,108,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,1,3,3,2,3,3,4,3,2,4,4,3,1,2,2,1,1,2,5,4,3,3,4,3,2,1,2,3,2,,4,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:54:0,R_3saUz2RVAMxatVA,anonymous,EN,6,6,6,23,108,6,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,5,5,4,3,3,3,3,3,3,4,4,NA,3,3,3,5,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,2,,EN,,,,English teacher,,
1,2020-03-02T6:44:0,R_12s6eOFZl3p8tou,anonymous,EN,6,6,1,25,108,7,4,4,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,4,4,3,4,3,4,4,4,3,4,3,5,5,4,4,4,3,2,3,1,1,1,4,4,3,3,3,4,5,3,3,2,4,1,,5,,EN,,,,English teacher,,
1,2020-03-02T6:55:0,R_3QKpXRt0e7NqHip,anonymous,EN,6,6,11,9,107,7,3,3,3,3,3,3,4,4,4,5,5,3,NA,3,3,3,3,4,3,5,4,4,4,5,4,5,4,4,4,4,3,3,5,4,4,4,4,4,2,3,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,English teacher,,
1,2020-03-02T6:55:0,R_1ItMl6nrIXxpj0A,anonymous,EN,6,6,10,12,108,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,4,3,4,3,4,3,3,3,4,5,4,5,4,5,5,4,1,2,3,4,5,5,4,2,4,2,3,3,2,3,1,,5,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:55:0,R_2V3apijFWsMcuml,anonymous,EN,6,6,12,26,108,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,3,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,4,4,4,4,3,2,5,1,2,4,3,3,3,5,3,3,4,3,4,4,3,5,4,3,4,3,3,2,,5,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:55:0,R_2YKdttXTiZkS49C,anonymous,EN,6,6,6,21,107,8,1,4,5,5,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,3,2,4,3,1,3,2,5,3,4,1,5,5,5,5,3,2,1,3,3,3,4,1,2,3,3,1,5,1,4,2,3,1,2,,7,American Italian,EN,,Science teacher,,,,
1,2020-03-02T6:55:0,R_TcvjvQoHOKhmMxj,anonymous,EN,6,6,2,25,109,6,2,3,5,3,3,3,5,4,4,3,3,3,3,3,4,4,5,4,2,4,5,3,3,3,2,3,2,5,2,4,5,2,4,4,2,2,2,2,2,2,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,,EN,,,Social Studies teacher,,,
1,2020-02-25T9:52:0,R_2V40V927rWcHE5m,anonymous,EN,6,7,9,9,103,11,4,4,4,1,1,2,3,3,5,5,5,5,1,1,1,1,5,5,4,4,5,5,5,5,3,3,3,5,5,2,5,1,1,1,4,5,5,3,5,5,5,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,2,,EN,Math teacher,,,,,
1,2020-03-02T6:56:0,R_3GcXYo90o2R9k9m,anonymous,EN,6,6,5,14,109,6,4,4,5,2,2,2,3,2,4,3,5,4,4,3,4,3,1,2,3,2,3,2,3,3,3,3,3,3,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,2,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,Math teacher,,,,,
1,2020-03-02T6:56:0,R_3kn2PoiJ8cmDXJV,anonymous,EN,6,6,1,24,108,7,3,3,4,3,3,3,3,4,5,5,5,4,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,5,5,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,2,3,5,4,3,3,4,2,,5,,EN,,Science teacher,,,,
1,2020-03-02T6:56:0,R_1Gvny93JNSPsS4Q,anonymous,EN,6,6,3,17,98,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,4,5,4,3,3,4,3,5,4,4,4,3,2,3,3,3,3,4,3,3,3,4,4,3,3,3,5,3,4,1,,5,,EN,Math teacher,,,,,
1,2020-01-21T6:56:0,R_1KfrC7fkTKLpalj,anonymous,EN,6,4,11,30,109,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,4,5,4,5,5,5,5,4,4,5,5,4,4,4,5,5,5,3,3,2,1,5,5,4,4,4,5,5,3,4,4,4,1,,5,,EN,,,,,,
1,2020-03-02T6:57:0,R_2rUieuVTLS8lopq,anonymous,EN,6,6,6,1,109,6,3,3,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,4,3,4,4,4,4,1,3,1,3,1,5,5,3,3,3,2,1,2,1,1,1,3,3,3,5,3,3,2,1,5,3,3,2,,"5,6",,EN,,,Social Studies teacher,,,
1,2020-03-02T6:45:0,R_bQvp5aobzidrZHr,anonymous,EN,6,6,4,30,107,6,2,3,4,3,1,3,2,3,3,4,3,3,2,2,2,2,4,3,4,4,4,3,3,3,3,3,3,2,4,4,3,4,4,3,4,3,3,2,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,Science teacher,,,,
1,2020-03-02T6:57:0,R_3q9h5BsspuRuiVA,anonymous,EN,6,6,5,13,109,6,4,5,5,4,3,4,4,4,5,3,3,4,4,4,4,3,3,4,3,4,4,4,3,3,2,NA,2,4,4,4,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,3,4,3,2,4,3,3,1,,5,,EN,Math teacher,,,,,
1,2020-03-02T6:58:0,R_pM2VxN66fVthwoV,anonymous,EN,6,6,7,18,107,8,3,3,5,5,3,4,4,4,4,4,5,5,1,3,2,1,4,5,2,2,2,2,3,4,4,2,2,5,5,4,5,2,1,4,4,5,5,4,4,4,3,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,7,Bengali,EN,,Science teacher,,,,
1,2020-03-02T6:59:0,R_2DYUIpMO6GFaUsA,anonymous,EN,6,6,7,13,109,6,3,4,5,3,2,3,4,4,4,4,5,4,NA,3,5,3,3,3,4,3,4,4,4,3,5,NA,4,2,4,5,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,3,4,3,3,3,4,4,2,,,,EN,Math teacher,,,,,
1,2020-03-02T6:59:0,R_1GIgvBaYjYaiA9R,anonymous,EN,6,6,3,29,108,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,3,3,3,5,3,5,5,5,5,3,3,3,3,4,4,4,NA,4,3,3,3,3,1,4,3,3,3,2,,7,Korean,EN,,,,English teacher,,
1,2020-03-02T6:42:0,R_es1rbxdHhi22Oxr,anonymous,EN,6,6,9,28,107,7,3,3,3,4,5,3,4,4,4,4,5,4,3,3,3,3,5,5,3,5,3,3,4,4,4,3,4,3,5,3,3,2,4,4,3,3,4,4,2,3,4,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,2,,EN,,,,English teacher,,
1,2020-03-02T7:0:0,R_3nSMhYANajSLcQc,anonymous,EN,6,6,5,21,108,7,4,5,5,3,1,2,3,3,4,4,3,5,1,4,1,1,4,4,3,5,5,4,5,2,2,2,3,3,4,3,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,5,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,Math teacher,,,,,
1,2020-03-02T7:0:0,R_2PjaVTbat1mthBD,anonymous,EN,6,6,12,15,107,7,3,4,4,5,4,5,5,4,5,5,5,5,3,3,3,4,1,3,3,3,3,4,4,2,3,4,4,3,5,3,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,3,1,3,3,3,3,3,2,,3,,EN,,Science teacher,,,,
1,2020-03-02T7:0:0,R_2pVl68KscaUNJrk,anonymous,EN,6,6,2,4,109,6,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,1,4,5,4,5,5,5,5,4,5,5,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,4,5,1,,2,,EN,Math teacher,,,,,
1,2020-03-02T7:1:0,R_2ZP8YJJd52fm2vz,anonymous,EN,6,6,8,28,108,7,3,2,5,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,NA,NA,NA,4,5,4,3,5,5,4,3,2,3,4,4,5,4,5,5,5,4,4,2,1,1,4,4,4,4,1,4,2,1,4,3,3,2,,2,,EN,,Science teacher,,,,
1,2020-03-02T7:8:0,R_PzadogBwbVJauAx,anonymous,EN,6,6,8,28,108,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,4,3,3,4,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,3,4,4,3,2,3,4,4,5,4,4,5,5,5,4,2,1,1,4,4,3,4,1,4,2,1,4,3,3,2,,2,,EN,,,,English teacher,,
1,2020-01-22T12:8:0,R_1ietPGNkpElbKl7,anonymous,EN,6,4,12,22,109,5,3,4,3,5,4,4,4,4,4,3,4,5,3,3,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,3,3,4,3,4,2,,6,,EN,,,,,,
1,2020-03-02T13:48:0,R_1IZezLv9asCBT36,anonymous,EN,6,6,6,30,109,6,4,4,5,4,2,4,3,3,5,5,4,5,3,NA,4,5,3,NA,3,1,3,1,2,4,2,4,3,3,4,4,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,3,2,2,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,Math teacher,,,,,
0,2020-03-02T16:17:0,R_1LtyjXFcl68HxbH,anonymous,EN,6,7,1,4,97,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,EN,,,,,,
1,2020-03-02T6:43:0,R_1dsgxlhbsGqHCRb,anonymous,EN,6,6,6,22,107,8,4,4,5,4,3,4,3,3,5,3,2,4,4,5,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,3,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,2,,EN,Math teacher,,,,,
0,2020-03-02T16:20:0,R_22DO1biY70SXEK6,anonymous,EN,6,1,3,17,115,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,EN,,,,,,
1,2020-03-02T6:45:0,R_21b1ZilK4PWAQTH,anonymous,EN,6,6,8,30,107,8,4,NA,5,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,4,4,4,3,2,4,5,4,4,4,4,5,5,5,5,4,5,4,4,4,4,2,3,NA,3,4,4,3,3,3,4,4,5,2,,5,,EN,,Science teacher,,,,
1,2020-03-02T6:46:0,R_1BVlw6d2u16FdH4,anonymous,EN,6,6,8,3,106,8,5,5,5,2,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,3,4,4,4,2,3,4,4,4,4,1,5,5,4,5,2,1,1,2,5,4,5,4,5,1,1,1,1,1,4,NA,2,2,2,,1,,EN,,,,English teacher,,
1,2020-03-02T6:50:0,R_1KxymgTctMfCD2r,anonymous,EN,6,6,2,7,108,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,2,2,NA,NA,NA,NA,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,1,4,3,4,3,3,2,5,4,3,5,2,2,NA,3,3,1,3,4,4,4,3,3,3,2,2,2,4,4,NA,,5,,EN,,,,English teacher,,
0,2020-03-03T6:58:0,R_d3Y94R2WwU12fSx,anonymous,EN,6,6,8,2,108,6,4,4,4,3,4,4,4,4,3,3,2,4,2,2,4,4,3,3,2,NA,NA,NA,NA,3,3,4,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:57:0,R_3FQLvOMvq7Ri511,anonymous,EN,6,6,2,17,107,8,4,3,5,5,3,5,5,5,5,5,5,5,3,2,4,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,5,3,4,4,5,4,2,,5,,EN,,,,English teacher,,
1,2020-02-12T7:39:0,R_Z47cCsXtFMkPSOl,anonymous,EN,6,7,9,30,103,11,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,4,4,4,5,1,3,3,5,5,4,4,3,5,3,3,4,4,4,2,,2,,EN,Math teacher,,,,,
1,2020-02-25T9:48:0,R_3lXqNSeaCKXTagN,anonymous,EN,6,7,9,30,103,11,2,3,2,4,2,3,4,3,4,3,2,4,4,3,3,3,5,5,2,3,5,4,4,4,5,3,4,4,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,3,4,3,3,3,3,4,2,,6,,EN,,,Social Studies teacher,,,
1,2020-02-25T6:51:0,R_12Mxf4Wqez2w2IO,anonymous,EN,6,7,12,22,102,12,4,3,4,2,2,2,1,4,4,3,5,4,2,4,4,3,1,2,1,5,4,4,4,4,5,5,5,4,4,4,4,4,5,5,3,4,4,3,3,3,4,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"4,5",,EN,,,Social Studies teacher,,,
1,2020-02-07T8:2:0,R_NUy9QHfYIGemNUJ,anonymous,EN,6,2,4,18,111,4,3,5,3,4,NA,4,NA,4,5,5,5,4,3,3,2,2,2,3,2,3,4,3,4,3,4,4,4,3,2,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,5,4,3,3,4,1,,6,,EN,,,,,,
1,2020-02-12T7:38:0,R_PM5RPVyT72GstlD,anonymous,EN,6,7,6,14,105,10,4,5,5,3,3,1,3,2,2,2,4,2,4,4,3,4,2,3,2,3,4,4,4,4,4,4,5,3,3,4,3,2,3,3,4,2,3,3,3,2,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,Science teacher,,,,
1,2020-03-04T11:9:0,R_3efpBc6NlIe0cac,anonymous,EN,6,6,1,2,109,6,5,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,NA,NA,NA,4,5,4,5,5,4,3,3,3,4,4,5,5,4,5,5,4,4,4,3,2,3,4,3,4,5,5,5,4,3,4,5,4,1,,5,,EN,,,,English teacher,,
1,2020-02-12T7:32:0,R_2dMfV0Hrsunn7IV,anonymous,EN,6,7,10,16,103,11,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,4,4,5,3,5,3,3,3,3,4,4,4,5,5,4,3,3,3,2,1,2,4,5,3,4,2,3,1,2,2,1,2,1,,5,,EN,Math teacher,,,,,
1,2020-02-12T7:31:0,R_R4YkujIZRZrDjPP,anonymous,EN,6,7,8,15,106,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,,,,EN,,,Social Studies teacher,,,
1,2020-03-02T6:45:0,R_r08du4RROC9CgiR,anonymous,EN,6,6,3,12,109,6,5,5,5,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,5,5,4,4,3,4,5,4,4,5,4,5,5,5,5,4,3,4,5,4,4,5,5,5,3,3,3,2,3,3,3,3,4,2,,2,,EN,,,,English teacher,,
1,2020-04-01T22:3:0,R_2v66IbYjJydRNzM,anonymous,EN,6,6,12,20,106,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,2,3,2,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,3,2,2,2,5,2,3,5,4,4,4,2,3,4,4,2,3,2,2,4,3,2,3,1,3,2,1,3,1,,5,,EN,,Science teacher,,,,
1,2020-02-10T7:38:0,R_7Qx5mk0GND2gGfD,anonymous,EN,6,5,11,15,109,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,3,2,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,5,5,5,5,5,5,5,5,3,2,1,3,5,5,5,3,3,5,5,4,5,5,4,3,3,4,2,,5,,EN,,,,,,
1,2020-03-09T10:39:0,R_0kpeY36BzMiBjgd,anonymous,EN,7,2,7,25,104,11,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,4,5,4,3,2,4,1,1,1,1,3,3,4,1,3,2,2,1,2,2,1,,4,,EN,,Science teacher,,,,
1,2020-03-09T10:40:0,R_1fjelgIlmqGeTzL,anonymous,EN,7,2,2,5,101,9,1,1,1,3,3,3,3,3,5,2,1,5,3,2,4,3,3,2,1,4,3,3,3,5,5,5,5,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,3,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,1,,EN,,,,English teacher,,
1,2020-03-09T10:41:0,R_21B3Uu4IsnJB2Q5,anonymous,EN,7,2,12,3,102,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,3,3,3,1,,4,,EN,Math teacher,,,,,
1,2020-03-09T10:41:0,R_27VxgNbmJwVpNij,anonymous,EN,7,2,8,9,103,12,3,2,3,3,4,3,4,4,4,3,5,4,3,3,3,3,4,2,3,3,4,4,3,4,3,3,3,5,5,4,3,3,3,3,3,4,4,4,5,4,4,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,Science teacher,,,,
